,place_code,ItemID,address,local,category
96,STORE_SB0097,쵸이양식,서울 성북구 동소문로20나길 24 2층,(지번) 동선동1가 85-79,양식
97,STORE_SB0098,성가네낙지마을 석관점,서울 성북구 화랑로 236,(지번) 석관동 343-19,"해물,생선"
98,STORE_SB0099,숙수도가,서울 성북구 동소문로17길 28,(지번) 동소문동6가 158,"육류,고기"
99,STORE_SB0100,키나,서울 성북구 선잠로 46 1층,(지번) 성북동 31-1,퓨전한식
100,STORE_SB0101,달밝은집,서울 성북구 정릉로6길 35 1층,(지번) 정릉동 957-4,"육류,고기"
101,STORE_SB0102,메기의추억,서울 성북구 종암로 98-7,(지번) 종암동 88-10,"매운탕,해물탕"
102,STORE_SB0103,와라와라양꼬치앤훠궈,서울 성북구 동소문로20나길 32,(지번) 동선동1가 85-77,양꼬치
103,STORE_SB0104,장수식당,서울 성북구 정릉로26길 55,(지번) 정릉동 150-51,한식
104,STORE_SB0105,장원산꽃게 아구찜해물탕 월곡동본점,서울 성북구 오패산로 13,(지번) 하월곡동 67-11,"게,대게"
105,STORE_SB0106,팔백집,서울 성북구 고려대로27길 3,(지번) 안암동5가 101-119,갈비
106,STORE_SB0107,오버스토리 성북,서울 성북구 선잠로2다길 13-13 지하1층,(지번) 성북동 8-28,카페
107,STORE_SB0108,그릭데이 성신여대점,서울 성북구 보문로34길 64 1층,(지번) 동선동2가 135-30,디저트카페
108,STORE_SB0109,착한돼지집,서울 성북구 삼선교로 55,(지번) 삼선동4가 38-5,한식
109,STORE_SB0110,맥도날드 종암SK점,서울 성북구 종암로 58,(지번) 종암동 10-15,패스트푸드
110,STORE_SB0111,그릴1492 성신여대 직영점,서울 성북구 아리랑로2길 5,(지번) 동선동4가 17,"육류,고기"
111,STORE_SB0112,풍년상회쪽갈비 성내동직영점,서울 성북구 돌곶이로 154,(지번) 장위동 75-429,갈비
112,STORE_SB0113,비양도,서울 성북구 성북로 158,(지번) 성북동 271-1,일식
113,STORE_SB0114,우토,서울 성북구 보문로30길 33,(지번) 동선동2가 54-1,일본식주점
114,STORE_SB0115,푸른농장정육식당,서울 성북구 보문로 181,(지번) 삼선동4가 333-1,"육류,고기"
115,STORE_SB0116,길음모소리,서울 성북구 삼양로 13 1층,(지번) 길음동 1258,"육류,고기"
116,STORE_SB0117,보배반점 하월곡본점,서울 성북구 종암로 184,(지번) 하월곡동 90-1695,중식
117,STORE_SB0118,광명수산,서울 성북구 동소문로 125,(지번) 동선동4가 111-1,회
118,STORE_SB0119,성북동소곱창,서울 성북구 성북로 57-1,(지번) 성북동 133-57,"곱창,막창"
119,STORE_SB0120,옛날농장 미아현대점,서울 성북구 동소문로 325,(지번) 길음동 21,"육류,고기"
120,STORE_SB0121,백두한우곱창전문,서울 성북구 보문로 55 1층,(지번) 보문동7가 30,"곱창,막창"
121,STORE_SB0122,신사소곱창 석관점,서울 성북구 한천로76다길 43,(지번) 석관동 133-45,"곱창,막창"
122,STORE_SB0123,상미규카츠,서울 성북구 동소문로20길 39,(지번) 동선동1가 75,일식
123,STORE_SB0124,성북면가,서울 성북구 동소문로 67,(지번) 동소문동4가 269,냉면
124,STORE_SB0125,발효명가기와집갈비,서울 성북구 화랑로25길 18,(지번) 장위동 66-322,갈비
125,STORE_SB0126,파세로,서울 성북구 동소문로23길 8-15,(지번) 동선동4가 154,이탈리안
126,STORE_SB0127,일일커피,서울 성북구 삼양로 27,(지번) 길음동 1249,카페
127,STORE_SB0128,문화식당,서울 성북구 혜화로 88 2층,(지번) 성북동 122-7,이탈리안
128,STORE_SB0129,대한맥주집 성신여대직영점,서울 성북구 동소문로24길 49,(지번) 동선동1가 85-55,치킨
129,STORE_SB0130,스타벅스 성신여대정문,서울 성북구 보문로34길 62,(지번) 동선동2가 134,커피전문점
130,STORE_SB0131,째즈스토리,서울 성북구 혜화로 88,(지번) 성북동 122-7,라이브카페
131,STORE_SB0132,창신동매운족발 석계점,서울 성북구 한천로78길 52,(지번) 석관동 131-10,"족발,보쌈"
132,STORE_SB0133,카페1976,서울 성북구 도봉로 1,(지번) 길음동 22-1,디저트카페
133,STORE_SB0134,스타벅스 길음역점,서울 성북구 정릉로 376,(지번) 돈암동 625-2,커피전문점
134,STORE_SB0135,샤뽀블랑,서울 성북구 성북로 60 1층,(지번) 성북동 161-14,"제과,베이커리"
135,STORE_SB0136,긴자료코 성신여대점,서울 성북구 보문로34가길 5 1층,(지번) 동선동3가 243,일식
136,STORE_SB0137,스타벅스 종암DT점,서울 성북구 종암로 17,(지번) 종암동 29-10,커피전문점
137,STORE_SB0138,디어브레드 고대점,서울 성북구 개운사1길 29,(지번) 안암동5가 101-82,"제과,베이커리"
138,STORE_SB0139,사계진미숯불닭갈비 성신여대역점,서울 성북구 동소문로20길 29-17 1층,(지번) 동선동1가 4-4,닭요리
139,STORE_SB0140,불맛나는직화짬뽕전문점 장위점,서울 성북구 돌곶이로 105 1층,(지번) 장위동 64-8,중화요리
140,STORE_SB0141,삼청각 일화당(2021년7월31일까지임시휴업),서울 성북구 대사관로 3,(지번) 성북동 330-115,한식
141,STORE_SB0142,혜화면옥,서울 성북구 보문로 193-1,(지번) 삼선동4가 345-1,냉면
142,STORE_SB0143,모던바이츠,서울 성북구 보문로32길 69,(지번) 동선동2가 142-3,"제과,베이커리"
143,STORE_SB0144,카페동선동,서울 성북구 동소문로 129-2,(지번) 동선동4가 122-3,디저트카페
144,STORE_SB0145,이태리총각 성북동점,서울 성북구 고려대로5길 85,(지번) 삼선동5가 398,이탈리안
145,STORE_SB0146,피카커피,서울 성북구 고려대로30길 29,(지번) 안암동5가 76-1,커피전문점
146,STORE_SB0147,네이버후드,서울 성북구 대사관로 133,(지번) 성북동 15-23,카페
147,STORE_SB0148,미아리우동집,서울 성북구 종암로 176,(지번) 하월곡동 90-113,국수
148,STORE_SB0149,자작나무 북악점,"서울 성북구 정릉로10길 107 1,2층",(지번) 정릉동 921,"육류,고기"
149,STORE_SB0150,대머리식당,서울 성북구 돌곶이로 162,(지번) 장위동 75-1,한식
150,STORE_SB0151,강릉메밀촌,서울 성북구 보국문로2길 1,(지번) 정릉동 164-31,한식
151,STORE_SB0152,천막집,서울 성북구 보문로30길 31,(지번) 동선동2가 53,"육류,고기"
152,STORE_SB0153,이름없는파스타 성신여대점,서울 성북구 동소문로20다길 33,(지번) 동선동1가 85-152,이탈리안
153,STORE_SB0154,성북동디너쑈,서울 성북구 창경궁로43길 6,(지번) 성북동1가 35-43,퓨전요리
154,STORE_SB0155,메리킹 서울북부점,서울 성북구 종암로 167 4층,(지번) 하월곡동 230,샤브샤브
155,STORE_SB0156,능이마을 본점,서울 성북구 돌곶이로 21 1층,(지번) 석관동 323-3,오리
156,STORE_SB0157,영순관,서울 성북구 지봉로24길 19,(지번) 보문동2가 122,중화요리
157,STORE_SB0158,온달왕돈까스치킨,서울 성북구 동소문로20가길 38,(지번) 동선동1가 92-8,"돈까스,우동"
158,STORE_SB0159,삼대족발 석관점,서울 성북구 한천로 595,(지번) 석관동 189-6,"족발,보쌈"
159,STORE_SB0160,마전터,서울 성북구 혜화로 82-2,(지번) 성북동 124-3,국밥
160,STORE_SB0161,메종드루즈,서울 성북구 보문로34길 68-5,(지번) 동선동2가 135-19,"제과,베이커리"
161,STORE_SB0162,김덕후의곱창조 성신여대점,서울 성북구 동소문로20길 37-21 1층,(지번) 동선동1가 20,"곱창,막창"
162,STORE_SB0163,소한마리정육식당 정릉점,서울 성북구 정릉로 165,(지번) 정릉동 667-1,"육류,고기"
163,STORE_SB0164,참나무닭나라,서울 성북구 동소문로8길 12,(지번) 동소문동2가 290,치킨
164,STORE_SB0165,근처식당,서울 성북구 회기로3길 2,(지번) 종암동 28-26,동남아음식
165,STORE_SB0166,화야,서울 성북구 종암로28길 7,(지번) 종암동 3-998,"육류,고기"
166,STORE_SB0167,리이케커피,서울 성북구 보문로34가길 24 1층,(지번) 동선동3가 226-1,커피전문점
167,STORE_SB0168,도쿄커틀릿,서울 성북구 동소문로22길 57-1 1층,(지번) 동선동2가 131,"돈까스,우동"
168,STORE_SB0169,오백집왕족발,서울 성북구 동소문로20길 20,(지번) 동소문동5가 111,"족발,보쌈"
169,STORE_SB0170,팬쿡,서울 성북구 동소문로24길 37 2층,(지번) 동선동1가 85-40,양식
170,STORE_SB0171,차이나칸,서울 성북구 월계로40길 7 지하1층,(지번) 장위동 316-3,중화요리
171,STORE_SB0172,바스크,서울 성북구 삼양로9길 10-2,(지번) 길음동 1171-14,카페
172,STORE_SB0173,쎄오쎄오,서울 성북구 보문로34길 56 지하1층,(지번) 동선동2가 140,베트남음식
173,STORE_SB0174,송림원,서울 성북구 동소문로 25-2,(지번) 동소문동1가 123,중화요리
174,STORE_SB0175,와플앨리,서울 성북구 고려대로28길 21,(지번) 안암동5가 86-152,"제과,베이커리"
175,STORE_SB0176,커피스토어,서울 성북구 안암로5길 72,(지번) 안암동3가 110-24,카페
176,STORE_SB0177,역전할머니맥주 성신여대점,서울 성북구 동소문로20길 37-24 1층,(지번) 동선동1가 61,"호프,요리주점"
177,STORE_SB0178,두끼 성신여대점,서울 성북구 보문로34길 59 2층,(지번) 동선동1가 79,떡볶이
178,STORE_SB0179,스시현,서울 성북구 오패산로4길 32 은혜타워 1층,(지번) 하월곡동 50-13,"초밥,롤"
179,STORE_SB0180,명문막국수,"서울 성북구 창경궁로 319 1,2층",(지번) 성북동1가 35-17,국수
180,STORE_SB0181,용초수,서울 성북구 고려대로27길 20,(지번) 안암동5가 12-70,중화요리
181,STORE_SB0182,너의냠냠버거,서울 성북구 성북로7길 4 1층,(지번) 성북동1가 115-19,햄버거
182,STORE_SB0183,대왕유통직영셀프민물장어,서울 성북구 보국문로 195,(지번) 정릉동 820-4,장어
183,STORE_SB0184,하단,서울 성북구 성북로6길 14,(지번) 성북동 184-40,한식
184,STORE_SB0185,소우락정육식당 점릉본점,서울 성북구 보국문로 69 2층,(지번) 정릉동 284-13,"육류,고기"
185,STORE_SB0186,스타벅스 고대점,서울 성북구 고려대로24길 51 1층 & 2층,(지번) 안암동5가 104-30,커피전문점
186,STORE_SB0187,1954무한등심,서울 성북구 한천로 595,(지번) 석관동 189-6,"육류,고기"
187,STORE_SB0188,펠어커피 성신여대점,서울 성북구 동소문로17길 17 1층,(지번) 동소문동6가 82,커피전문점
188,STORE_SB0189,닭만리 성신여대점,서울 성북구 보문로30라길 14 1층,(지번) 동선동2가 84,치킨
189,STORE_SB0190,살살솔트앤샐러드,서울 성북구 성북로6길 20 1층,(지번) 성북동 184-98,패스트푸드
190,STORE_SB0191,큰대문집,서울 성북구 종암로14길 6-21,(지번) 종암동 10-60,갈비
191,STORE_SB0192,달콤한위로,서울 성북구 창경궁로43길 24,(지번) 성북동1가 47,디저트카페
192,STORE_SB0193,김경환의이웃사촌,서울 성북구 화랑로 280 3층,(지번) 석관동 220-1,한정식
193,STORE_SB0194,제나키친,서울 성북구 화랑로11길 23 2층,(지번) 하월곡동 27-24,한식
194,STORE_SB0195,문가네정육식당 종암점,서울 성북구 종암로 86 1층,(지번) 종암동 14-21,"육류,고기"
195,STORE_SB0196,소르빌로1991,서울 성북구 동소문로24길 14 2층,(지번) 동선동1가 92-3,이탈리안
196,STORE_SB0197,황해옥감자탕 돈암본점,서울 성북구 보문로40길 23,(지번) 동소문동5가 52-3,감자탕
197,STORE_SB0198,카페58.4,서울 성북구 성북로16길 4-13,(지번) 성북동 58-4,카페
198,STORE_SB0199,카페온더플랜,서울 성북구 동소문로22길 39-4,(지번) 동선동1가 85-108,카페
199,STORE_SB0200,비너발트,서울 성북구 월곡로 112,(지번) 하월곡동 37-18,"호프,요리주점"
200,STORE_SB0201,비나케이크,서울 성북구 보문로30길 12 101호,(지번) 보문동1가 1-12,디저트카페
201,STORE_SB0202,한마리채서서갈비,서울 성북구 동소문로20길 37,(지번) 동선동1가 5,갈비
202,STORE_SB0203,프로마치,서울 성북구 고려대로24가길 13 1층,(지번) 안암동5가 103-149,양식
203,STORE_SB0204,투썸플레이스 성신여대점,서울 성북구 동소문로20다길 17 2층,(지번) 동선동1가 3-2,커피전문점
204,STORE_SB0205,맥도날드 안암점,서울 성북구 고려대로24길 42,(지번) 안암동5가 102-33,패스트푸드
205,STORE_SB0206,밀월,서울 성북구 동소문동4가 16,,카페
206,STORE_SB0207,아바이토종순대국 안암오거리점,서울 성북구 안암로9가길 80-17 1층,(지번) 안암동5가 134-2,순대
207,STORE_SB0208,공복,서울 성북구 장월로1길 60,(지번) 상월곡동 62,"육류,고기"
208,STORE_SB0209,유정,서울 성북구 북악산로29길 7,(지번) 종암동 31-58,"육류,고기"
209,STORE_SB0210,더씨,서울 성북구 개운사길 8 2층,(지번) 안암동5가 101-33,중화요리
210,STORE_SB0211,와플앨리 성신여대점,서울 성북구 보문로34길 68-3 1층,(지번) 동선동2가 135-20,"제과,베이커리"
211,STORE_SB0212,우드&브릭 성북점,서울 성북구 성북로 120,(지번) 성북동 97-21,디저트카페
212,STORE_SB0213,태성사골탕,서울 성북구 화랑로33길 38,(지번) 장위동 66-13,설렁탕
213,STORE_SB0214,엠오리진,서울 성북구 삼양로 40 1층,(지번) 길음동 1158,카페
214,STORE_SB0215,섭지코지,서울 성북구 성북로 118-5,(지번) 성북동 97-24,일식
215,STORE_SB0216,짬뽕지존 성신여대점,서울 성북구 동소문로20길 40,(지번) 동소문동5가 118-6,중화요리
216,STORE_SB0217,마이버터드림,서울 성북구 고려대로 43,(지번) 안암동2가 119-19,디저트카페
217,STORE_SB0218,어흥식당 안암1호점,서울 성북구 고려대로27길 40 1층,(지번) 안암동5가 15-2,"스테이크,립"
218,STORE_SB0219,커피하우스반달,서울 성북구 장월로23길 5-10 1층,(지번) 장위동 238-425,디저트카페
219,STORE_SB0220,포앤시드니,서울 성북구 보문로34길 77 동양빌딩 2층,(지번) 동선동1가 84-1,동남아음식
220,STORE_SB0221,타이방콕,서울 성북구 북악산로 744 2층,(지번) 정릉동 556-52,태국음식
221,STORE_SB0222,쥬롱쥬롱,서울 성북구 정릉로26길 51 1층,(지번) 정릉동 150-49,디저트카페
222,STORE_SB0223,손가네곰국수설렁탕,서울 성북구 성북로15길 8,(지번) 성북동 128-16,설렁탕
223,STORE_SB0224,포썸,서울 성북구 동소문로 125 골든타워,(지번) 동선동4가 111-1,베트남음식
224,STORE_SB0225,샐러드프린세스,서울 성북구 화랑로13길 42 2층,(지번) 하월곡동 21-56,카페
225,STORE_SB0226,스시현,서울 성북구 동소문로8길 16 1층,(지번) 동소문동2가 287,"초밥,롤"
226,STORE_SB0227,알루엣,서울 성북구 서경로 60 롯데캐슬골든힐스 상가동 108호,(지번) 길음동 1287-1,디저트카페
227,STORE_SB0228,태성순대국,서울 노원구 화랑로43길 18,(지번) 장위동 270-85,순대
228,STORE_SB0229,오늘와인한잔 성신여대점,서울 성북구 보문로34길 56 1층,(지번) 동선동2가 140,와인바
229,STORE_SB0230,이종국104,서울 성북구 성북로 95-1 지하1~3층,(지번) 성북동 124-4,한식
230,STORE_SB0231,카페아무흐,서울 성북구 보문로21길 19-2,(지번) 보문동5가 92,카페
231,STORE_SB0232,할매숯불닭갈비,서울 성북구 동소문로20길 37-5,(지번) 동선동1가 8,닭요리
232,STORE_SB0233,빛나는바다 석계점,서울 성북구 한천로78길 66,(지번) 석관동 133-4,회
233,STORE_SB0234,구룡포계절횟집,서울 성북구 고려대로7길 110,(지번) 동선동2가 2-2,회
234,STORE_SB0235,다옴룸카페,서울 성북구 동소문로20길 29-18 3층,(지번) 동선동1가 30,테마카페
235,STORE_SB0236,헬로방방 돌곶이역점,서울 성북구 화랑로 248 장위뉴타워 14층,(지번) 석관동 349-1,키즈카페
236,STORE_SB0237,모심한정식,서울 성북구 개운사길 8 3층,(지번) 안암동5가 101-36,한식
237,STORE_SB0238,버거킹 석관점,서울 성북구 돌곶이로 50 상희빌딩 1~2층,(지번) 석관동 301-1,패스트푸드
238,STORE_SB0239,금한우,서울 성북구 고려대로7길 100,(지번) 동선동2가 16,"육류,고기"
239,STORE_SB0240,애정훠궈 2호점,서울 성북구 동소문로20나길 16 2층,(지번) 동선동1가 3-3,샤브샤브
240,STORE_SB0241,임흥수의자연밥상,서울 성북구 성북로2길 24,(지번) 동소문동1가 35,쌈밥
241,STORE_SB0242,레지아노,서울 성북구 보문로30길 74 1층,(지번) 동선동2가 164,이탈리안
242,STORE_SB0243,매스플레이트 안암본점,서울 성북구 개운사길 18,(지번) 안암동5가 101-27,이탈리안
243,STORE_SB0244,우유협동조합,서울 성북구 보문로34길 87 1층,(지번) 동선동3가 233,카페
244,STORE_SB0245,어제그쭈꾸미집,서울 성북구 한천로76길 33-12,(지번) 석관동 131-67,"해물,생선"
245,STORE_SB0246,장위동유성집 고대점,서울 성북구 안암로 117,(지번) 안암동5가 36-1,"육류,고기"
246,STORE_SB0247,마이란,서울 성북구 동소문로22길 33-9 1층,(지번) 동선동1가 85-96,양식
247,STORE_SB0248,스시미,서울 성북구 보문로30길 84,(지번) 동선동2가 155,일식집
